job_key,experiment_group,job_type,method_or_controller,scenario,seed_or_group_id,evaluation_robot_count,expected_episode_count,start_timestamp,end_timestamp,wall_clock_s,GPU_model,GPU_id,CPU_model,parallel_job_count,max_GPU_memory_MB,mean_GPU_utilization_pct,source_commit,config_sha256,log_path,status
train_IPPO_dynamic_pedestrians_seed0,main,training_run,IPPO,dynamic_pedestrians,0,4,100,2026-07-01T13:55:21.400,2026-07-01T16:23:02.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed0.log,completed
train_IPPO_dynamic_pedestrians_seed1,main,training_run,IPPO,dynamic_pedestrians,1,4,100,2026-07-01T13:55:21.400,2026-07-01T16:23:02.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed1.log,completed
train_IPPO_dynamic_pedestrians_seed2,main,training_run,IPPO,dynamic_pedestrians,2,4,100,2026-07-01T13:55:21.400,2026-07-01T16:23:02.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed2.log,completed
train_IPPO_dynamic_pedestrians_seed3,main,training_run,IPPO,dynamic_pedestrians,3,4,100,2026-07-01T13:55:21.400,2026-07-01T16:23:02.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed3.log,completed
train_IPPO_dynamic_pedestrians_seed4,main,training_run,IPPO,dynamic_pedestrians,4,4,100,2026-07-01T16:23:02.100,2026-07-01T18:50:42.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed4.log,completed
train_IPPO_dynamic_pedestrians_seed5,main,training_run,IPPO,dynamic_pedestrians,5,4,100,2026-07-01T16:23:02.100,2026-07-01T18:50:42.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed5.log,completed
train_IPPO_dynamic_pedestrians_seed6,main,training_run,IPPO,dynamic_pedestrians,6,4,100,2026-07-01T16:23:02.100,2026-07-01T18:50:42.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed6.log,completed
train_IPPO_dynamic_pedestrians_seed7,main,training_run,IPPO,dynamic_pedestrians,7,4,100,2026-07-01T16:23:02.100,2026-07-01T18:50:42.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_dynamic_pedestrians_seed7.log,completed
train_IPPO_mixed_complex_seed0,main,training_run,IPPO,mixed_complex,0,4,100,2026-07-01T18:50:42.800,2026-07-01T21:18:23.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed0.log,completed
train_IPPO_mixed_complex_seed1,main,training_run,IPPO,mixed_complex,1,4,100,2026-07-01T18:50:42.800,2026-07-01T21:18:23.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed1.log,completed
train_IPPO_mixed_complex_seed2,main,training_run,IPPO,mixed_complex,2,4,100,2026-07-01T18:50:42.800,2026-07-01T21:18:23.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed2.log,completed
train_IPPO_mixed_complex_seed3,main,training_run,IPPO,mixed_complex,3,4,100,2026-07-01T18:50:42.800,2026-07-01T21:18:23.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed3.log,completed
train_IPPO_mixed_complex_seed4,main,training_run,IPPO,mixed_complex,4,4,100,2026-07-01T21:18:23.500,2026-07-01T23:46:04.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed4.log,completed
train_IPPO_mixed_complex_seed5,main,training_run,IPPO,mixed_complex,5,4,100,2026-07-01T21:18:23.500,2026-07-01T23:46:04.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed5.log,completed
train_IPPO_mixed_complex_seed6,main,training_run,IPPO,mixed_complex,6,4,100,2026-07-01T21:18:23.500,2026-07-01T23:46:04.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed6.log,completed
train_IPPO_mixed_complex_seed7,main,training_run,IPPO,mixed_complex,7,4,100,2026-07-01T21:18:23.500,2026-07-01T23:46:04.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,01bfa59f2db51d08661fdc0015eecf3c3d46ee08,logs/training_IPPO_mixed_complex_seed7.log,completed
train_MAPPO_static_clutter_seed0,main,training_run,MAPPO,static_clutter,0,4,100,2026-07-01T23:46:04.200,2026-07-02T02:13:44.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed0.log,completed
train_MAPPO_static_clutter_seed1,main,training_run,MAPPO,static_clutter,1,4,100,2026-07-01T23:46:04.200,2026-07-02T02:13:44.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed1.log,completed
train_MAPPO_static_clutter_seed2,main,training_run,MAPPO,static_clutter,2,4,100,2026-07-01T23:46:04.200,2026-07-02T02:13:44.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed2.log,completed
train_MAPPO_static_clutter_seed3,main,training_run,MAPPO,static_clutter,3,4,100,2026-07-01T23:46:04.200,2026-07-02T02:13:44.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed3.log,completed
train_MAPPO_static_clutter_seed4,main,training_run,MAPPO,static_clutter,4,4,100,2026-07-02T02:13:44.900,2026-07-02T04:41:25.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed4.log,completed
train_MAPPO_static_clutter_seed5,main,training_run,MAPPO,static_clutter,5,4,100,2026-07-02T02:13:44.900,2026-07-02T04:41:25.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed5.log,completed
train_MAPPO_static_clutter_seed6,main,training_run,MAPPO,static_clutter,6,4,100,2026-07-02T02:13:44.900,2026-07-02T04:41:25.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed6.log,completed
train_MAPPO_static_clutter_seed7,main,training_run,MAPPO,static_clutter,7,4,100,2026-07-02T02:13:44.900,2026-07-02T04:41:25.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_static_clutter_seed7.log,completed
train_MAPPO_dynamic_pedestrians_seed0,main,training_run,MAPPO,dynamic_pedestrians,0,4,100,2026-07-02T04:41:25.600,2026-07-02T07:09:06.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed0.log,completed
train_MAPPO_dynamic_pedestrians_seed1,main,training_run,MAPPO,dynamic_pedestrians,1,4,100,2026-07-02T04:41:25.600,2026-07-02T07:09:06.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed1.log,completed
train_MAPPO_dynamic_pedestrians_seed2,main,training_run,MAPPO,dynamic_pedestrians,2,4,100,2026-07-02T04:41:25.600,2026-07-02T07:09:06.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed2.log,completed
train_MAPPO_dynamic_pedestrians_seed3,main,training_run,MAPPO,dynamic_pedestrians,3,4,100,2026-07-02T04:41:25.600,2026-07-02T07:09:06.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed3.log,completed
train_MAPPO_dynamic_pedestrians_seed4,main,training_run,MAPPO,dynamic_pedestrians,4,4,100,2026-07-02T07:09:06.300,2026-07-02T09:36:47.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed4.log,completed
train_MAPPO_dynamic_pedestrians_seed5,main,training_run,MAPPO,dynamic_pedestrians,5,4,100,2026-07-02T07:09:06.300,2026-07-02T09:36:47.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed5.log,completed
train_MAPPO_dynamic_pedestrians_seed6,main,training_run,MAPPO,dynamic_pedestrians,6,4,100,2026-07-02T07:09:06.300,2026-07-02T09:36:47.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed6.log,completed
train_MAPPO_dynamic_pedestrians_seed7,main,training_run,MAPPO,dynamic_pedestrians,7,4,100,2026-07-02T07:09:06.300,2026-07-02T09:36:47.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_dynamic_pedestrians_seed7.log,completed
train_MAPPO_mixed_complex_seed0,main,training_run,MAPPO,mixed_complex,0,4,100,2026-07-02T09:36:47.000,2026-07-02T12:04:27.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed0.log,completed
train_MAPPO_mixed_complex_seed1,main,training_run,MAPPO,mixed_complex,1,4,100,2026-07-02T09:36:47.000,2026-07-02T12:04:27.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed1.log,completed
train_MAPPO_mixed_complex_seed2,main,training_run,MAPPO,mixed_complex,2,4,100,2026-07-02T09:36:47.000,2026-07-02T12:04:27.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed2.log,completed
train_MAPPO_mixed_complex_seed3,main,training_run,MAPPO,mixed_complex,3,4,100,2026-07-02T09:36:47.000,2026-07-02T12:04:27.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed3.log,completed
train_MAPPO_mixed_complex_seed4,main,training_run,MAPPO,mixed_complex,4,4,100,2026-07-02T12:04:27.700,2026-07-02T14:32:08.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed4.log,completed
train_MAPPO_mixed_complex_seed5,main,training_run,MAPPO,mixed_complex,5,4,100,2026-07-02T12:04:27.700,2026-07-02T14:32:08.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed5.log,completed
train_MAPPO_mixed_complex_seed6,main,training_run,MAPPO,mixed_complex,6,4,100,2026-07-02T12:04:27.700,2026-07-02T14:32:08.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed6.log,completed
train_MAPPO_mixed_complex_seed7,main,training_run,MAPPO,mixed_complex,7,4,100,2026-07-02T12:04:27.700,2026-07-02T14:32:08.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,a15ec6ff235901b1692c7cf9dbd2346970be0864,logs/training_MAPPO_mixed_complex_seed7.log,completed
train_MADDPG-style_static_clutter_seed0,main,training_run,MADDPG-style,static_clutter,0,4,100,2026-07-02T14:32:08.400,2026-07-02T16:59:49.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed0.log,completed
train_MADDPG-style_static_clutter_seed1,main,training_run,MADDPG-style,static_clutter,1,4,100,2026-07-02T14:32:08.400,2026-07-02T16:59:49.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed1.log,completed
train_MADDPG-style_static_clutter_seed2,main,training_run,MADDPG-style,static_clutter,2,4,100,2026-07-02T14:32:08.400,2026-07-02T16:59:49.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed2.log,completed
train_MADDPG-style_static_clutter_seed3,main,training_run,MADDPG-style,static_clutter,3,4,100,2026-07-02T14:32:08.400,2026-07-02T16:59:49.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed3.log,completed
train_MADDPG-style_static_clutter_seed4,main,training_run,MADDPG-style,static_clutter,4,4,100,2026-07-02T16:59:49.100,2026-07-02T19:27:29.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed4.log,completed
train_MADDPG-style_static_clutter_seed5,main,training_run,MADDPG-style,static_clutter,5,4,100,2026-07-02T16:59:49.100,2026-07-02T19:27:29.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed5.log,completed
train_MADDPG-style_static_clutter_seed6,main,training_run,MADDPG-style,static_clutter,6,4,100,2026-07-02T16:59:49.100,2026-07-02T19:27:29.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed6.log,completed
train_MADDPG-style_static_clutter_seed7,main,training_run,MADDPG-style,static_clutter,7,4,100,2026-07-02T16:59:49.100,2026-07-02T19:27:29.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_static_clutter_seed7.log,completed
train_MADDPG-style_dynamic_pedestrians_seed0,main,training_run,MADDPG-style,dynamic_pedestrians,0,4,100,2026-07-02T19:27:29.800,2026-07-02T21:55:10.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed0.log,completed
train_MADDPG-style_dynamic_pedestrians_seed1,main,training_run,MADDPG-style,dynamic_pedestrians,1,4,100,2026-07-02T19:27:29.800,2026-07-02T21:55:10.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed1.log,completed
train_MADDPG-style_dynamic_pedestrians_seed2,main,training_run,MADDPG-style,dynamic_pedestrians,2,4,100,2026-07-02T19:27:29.800,2026-07-02T21:55:10.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed2.log,completed
train_MADDPG-style_dynamic_pedestrians_seed3,main,training_run,MADDPG-style,dynamic_pedestrians,3,4,100,2026-07-02T19:27:29.800,2026-07-02T21:55:10.500,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed3.log,completed
train_MADDPG-style_dynamic_pedestrians_seed4,main,training_run,MADDPG-style,dynamic_pedestrians,4,4,100,2026-07-02T21:55:10.500,2026-07-03T00:22:51.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed4.log,completed
train_MADDPG-style_dynamic_pedestrians_seed5,main,training_run,MADDPG-style,dynamic_pedestrians,5,4,100,2026-07-02T21:55:10.500,2026-07-03T00:22:51.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed5.log,completed
train_MADDPG-style_dynamic_pedestrians_seed6,main,training_run,MADDPG-style,dynamic_pedestrians,6,4,100,2026-07-02T21:55:10.500,2026-07-03T00:22:51.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed6.log,completed
train_MADDPG-style_dynamic_pedestrians_seed7,main,training_run,MADDPG-style,dynamic_pedestrians,7,4,100,2026-07-02T21:55:10.500,2026-07-03T00:22:51.200,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_dynamic_pedestrians_seed7.log,completed
train_MADDPG-style_mixed_complex_seed0,main,training_run,MADDPG-style,mixed_complex,0,4,100,2026-07-03T00:22:51.200,2026-07-03T02:50:31.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed0.log,completed
train_MADDPG-style_mixed_complex_seed1,main,training_run,MADDPG-style,mixed_complex,1,4,100,2026-07-03T00:22:51.200,2026-07-03T02:50:31.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed1.log,completed
train_MADDPG-style_mixed_complex_seed2,main,training_run,MADDPG-style,mixed_complex,2,4,100,2026-07-03T00:22:51.200,2026-07-03T02:50:31.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed2.log,completed
