diagnostic_id,scenario,method,step_index,t_s,pair_i,pair_j,relative_distance_m,relative_speed_m_s,tau_CPA_s,d_CPA_m,edge_active,gate_value_i,gate_value_j,raw_residual_i,gated_residual_i,raw_residual_j,gated_residual_j,expected_interpretation
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,17,1.7,robot_1,robot_2,2.1816,0.3338,2.567,2.0649,0,0,0,-0.0455,0,0.1639,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,18,1.8,robot_1,robot_2,2.1337,0.3521,2.653,1.9446,0,0,0,0.1179,0,-0.1399,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,19,1.9,robot_1,robot_2,2.1479,0.3696,2.489,2.0058,0,0,0,0.0227,0,-0.1268,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,20,2,robot_1,robot_2,2.087,0.4051,2.609,1.9364,0,0,0,-0.0256,0,0.1424,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,21,2.1,robot_1,robot_2,2.0776,0.3465,2.478,1.8997,0,0,0,-0.0548,0,0.0955,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,22,2.2,robot_1,robot_2,2.0043,0.4233,2.295,1.8616,0,0,0,0.091,0,-0.1583,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,23,2.3,robot_1,robot_2,2.1677,0.3726,2.381,1.9889,0,0,0,-0.1738,0,0.116,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,24,2.4,robot_1,robot_2,2.1422,0.4186,2.193,2.031,0,0,0,0.0161,0,-0.1168,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,25,2.5,robot_1,robot_2,2.1459,0.3737,2.291,2.0051,0,0,0,0.0847,0,0.1777,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,26,2.6,robot_1,robot_2,1.9826,0.3685,2.409,1.8362,0,0,0,0.1346,0,-0.1333,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,27,2.7,robot_1,robot_2,2.0538,0.4455,2.135,1.8898,0,0,0,0.0214,0,-0.0045,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,28,2.8,robot_1,robot_2,1.9222,0.3671,2.116,1.7632,0,0,0,0.0834,0,-0.1704,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,29,2.9,robot_1,robot_2,1.9821,0.4644,2.237,1.8038,0,0,0,-0.0477,0,-0.0795,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,30,3,robot_1,robot_2,2.0402,0.4661,2.158,1.8517,0,0,0,0.093,0,-0.1031,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,31,3.1,robot_1,robot_2,1.9948,0.4049,2.039,1.8454,0,0,0,0.0701,0,-0.1887,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,32,3.2,robot_1,robot_2,1.8477,0.4403,2.198,1.7042,0,0,0,0.1638,0,-0.1209,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,33,3.3,robot_1,robot_2,1.8129,0.4089,2.046,1.6161,0,0,0,-0.1394,0,0.0592,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,34,3.4,robot_1,robot_2,1.8178,0.3869,1.917,1.6658,0,0,0,-0.0536,0,-0.003,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,35,3.5,robot_1,robot_2,1.8159,0.4457,2.182,1.7044,0,0,0,-0.033,0,-0.1524,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,36,3.6,robot_1,robot_2,1.8746,0.4234,1.866,1.7484,0,0,0,-0.1518,0,-0.0484,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,37,3.7,robot_1,robot_2,1.7931,0.4735,2.052,1.613,0,0,0,0.1466,0,0.0823,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,38,3.8,robot_1,robot_2,1.7966,0.4951,1.75,1.6175,0,0,0,0.0352,0,0.0879,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,39,3.9,robot_1,robot_2,1.8644,0.4364,1.741,1.6665,0,0,0,0.0435,0,-0.028,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,40,4,robot_1,robot_2,1.8766,0.4774,1.851,1.6774,0,0,0,-0.0547,0,0.0292,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,41,4.1,robot_1,robot_2,1.8238,0.4326,2.029,1.7126,0,0,0,0.1393,0,0.1517,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,42,4.2,robot_1,robot_2,1.795,0.4245,2.004,1.6492,0,0,0,0.0996,0,-0.0097,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,43,4.3,robot_1,robot_2,1.6291,0.4837,1.91,1.4605,0,0,0,0.0299,0,0.1515,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,44,4.4,robot_1,robot_2,1.6316,0.4452,1.938,1.4474,0,0,0,-0.1238,0,-0.1688,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,45,4.5,robot_1,robot_2,1.6221,0.5244,1.675,1.5007,0,0,0,0.1198,0,0.0485,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,46,4.6,robot_1,robot_2,1.6697,0.4947,1.855,1.503,0,0,0,-0.0957,0,0.0282,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,47,4.7,robot_1,robot_2,1.6415,0.4565,1.743,1.5199,0,0,0,0.0562,0,0.0825,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,48,4.8,robot_1,robot_2,1.7336,0.4536,1.747,1.5558,0,0,0,0.0782,0,0.1199,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,49,4.9,robot_1,robot_2,1.5709,0.4625,1.651,1.4666,0,0,0,0.0312,0,0.0107,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,50,5,robot_1,robot_2,1.5744,0.4639,1.724,1.4468,0,0,0,-0.1827,0,-0.1999,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,51,5.1,robot_1,robot_2,1.6085,0.5178,1.609,1.4841,0,0,0,0.0812,0,0.1961,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,52,5.2,robot_1,robot_2,1.6175,0.4707,1.429,1.4461,0,0,0,-0.0156,0,0.0636,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,53,5.3,robot_1,robot_2,1.5731,0.5042,1.373,1.3867,0,0,0,-0.1607,0,-0.0341,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,54,5.4,robot_1,robot_2,1.4648,0.5624,1.425,1.2979,0,0,0,0.1963,0,0.0608,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,55,5.5,robot_1,robot_2,1.5908,0.4992,1.628,1.3942,0,0,0,-0.1998,0,-0.0923,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,56,5.6,robot_1,robot_2,1.4652,0.4753,1.31,1.3305,0,0,0,0.0025,0,0.0346,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,57,5.7,robot_1,robot_2,1.4651,0.5376,1.524,1.3076,0,0,0,0.1775,0,0.166,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,58,5.8,robot_1,robot_2,1.5162,0.5473,1.51,1.3759,0,0,0,0.1663,0,-0.1689,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,59,5.9,robot_1,robot_2,1.4486,0.5679,1.306,1.3483,0,0,0,-0.1476,0,-0.1692,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,60,6,robot_1,robot_2,1.4606,0.4947,1.363,1.3315,0,0,0,-0.1866,0,-0.0913,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,61,6.1,robot_1,robot_2,1.3179,0.5351,1.245,1.1275,0,0,0,-0.1738,0,-0.1203,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,62,6.2,robot_1,robot_2,1.3315,0.5761,1.077,1.2055,0,0,0,0.0474,0,-0.1926,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,63,6.3,robot_1,robot_2,1.3241,0.5452,1.066,1.1344,0,0,0,-0.0572,0,-0.1312,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,64,6.4,robot_1,robot_2,1.3841,0.5806,1.139,1.1998,0,0,0,-0.1134,0,0.1476,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,65,6.5,robot_1,robot_2,1.3793,0.5662,1.228,1.223,0,0,0,-0.0737,0,0.1733,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,66,6.6,robot_1,robot_2,1.3102,0.5498,0.964,1.1594,0,0,0,-0.0138,0,-0.0177,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,67,6.7,robot_1,robot_2,1.2725,0.5963,0.961,1.1678,0,0,0,0.1836,0,0.0595,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,68,6.8,robot_1,robot_2,1.2519,0.5774,0.99,1.1403,0,0,0,-0.0809,0,-0.1986,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,69,6.9,robot_1,robot_2,1.1783,0.6135,1.15,0.9812,1,0.5478,0.5478,-0.1858,-0.1018,0.0184,0.0101,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,70,7,robot_1,robot_2,1.3144,0.6205,0.966,1.1731,0,0,0,-0.0303,0,-0.0847,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,71,7.1,robot_1,robot_2,1.1615,0.5579,1.134,1.0294,0,0,0,-0.0353,0,-0.1951,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,72,7.2,robot_1,robot_2,1.153,0.6202,0.838,1.0188,0,0,0,0.1504,0,-0.1483,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,73,7.3,robot_1,robot_2,1.2565,0.5965,0.931,1.0616,0,0,0,0.0943,0,0.1123,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,74,7.4,robot_1,robot_2,1.2281,0.5619,0.98,1.0991,0,0,0,-0.1288,0,0.1608,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,75,7.5,robot_1,robot_2,1.1472,0.6169,0.994,0.9723,1,0.5685,0.5685,0.1964,0.1117,0.1244,0.0707,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,76,7.6,robot_1,robot_2,1.2225,0.5677,0.782,1.0708,0,0,0,0.034,0,0.1424,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,77,7.7,robot_1,robot_2,1.2127,0.6279,0.684,1.0285,0,0,0,0.1585,0,-0.0234,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,78,7.8,robot_1,robot_2,1.0506,0.5773,0.788,0.9048,1,0.6329,0.6329,0.1199,0.0759,0.0474,0.03,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,79,7.9,robot_1,robot_2,1.0632,0.5943,0.711,0.9191,1,0.6245,0.6245,0.0171,0.0107,0.1979,0.1236,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,80,8,robot_1,robot_2,1.123,0.6122,0.954,1,0,0,0,0.1211,0,-0.0837,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,81,8.1,robot_1,robot_2,1.0504,0.6254,0.638,0.8539,1,0.6331,0.6331,0.18,0.114,0.0027,0.0017,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,82,8.2,robot_1,robot_2,1.0653,0.6368,0.81,0.9215,1,0.6232,0.6232,-0.1631,-0.1017,-0.1383,-0.0862,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,83,8.3,robot_1,robot_2,1.0111,0.6554,0.524,0.8233,1,0.6593,0.6593,0.1608,0.106,0.1051,0.0693,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,84,8.4,robot_1,robot_2,0.9426,0.6535,0.735,0.7574,1,0.7049,0.7049,0.06,0.0423,-0.1193,-0.0841,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,85,8.5,robot_1,robot_2,0.8816,0.628,0.645,0.699,1,0.7456,0.7456,-0.127,-0.0947,-0.0628,-0.0468,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,86,8.6,robot_1,robot_2,0.9318,0.6526,0.574,0.7373,1,0.7121,0.7121,0.1131,0.0806,0.1919,0.1367,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,87,8.7,robot_1,robot_2,0.8805,0.6588,0.468,0.6957,1,0.7463,0.7463,0.0973,0.0726,0.1877,0.1401,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,88,8.8,robot_1,robot_2,0.8798,0.6929,0.462,0.6843,1,0.7468,0.7468,0.1469,0.1097,0.1878,0.1402,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,89,8.9,robot_1,robot_2,0.8896,0.6801,0.332,0.7573,1,0.7403,0.7403,-0.0264,-0.0195,-0.1713,-0.1268,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,90,9,robot_1,robot_2,0.9028,0.6276,0.616,0.7726,1,0.7315,0.7315,0.0514,0.0376,-0.0921,-0.0673,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,91,9.1,robot_1,robot_2,0.8346,0.6324,0.569,0.7042,1,0.777,0.777,0.0659,0.0512,0.197,0.1531,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,92,9.2,robot_1,robot_2,0.7493,0.6204,0.605,0.5946,1,0.8338,0.8338,0.1346,0.1122,-0.1008,-0.0841,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,93,9.3,robot_1,robot_2,0.8516,0.651,0.214,0.6919,1,0.7656,0.7656,0.1701,0.1302,0.0403,0.0309,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,94,9.4,robot_1,robot_2,0.854,0.7226,0.435,0.7297,1,0.764,0.764,0.1043,0.0797,-0.0146,-0.0111,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,95,9.5,robot_1,robot_2,0.7902,0.6821,0.221,0.5932,1,0.8066,0.8066,0.0933,0.0752,0.0992,0.08,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,96,9.6,robot_1,robot_2,0.8459,0.6736,0.192,0.6841,1,0.7694,0.7694,-0.0727,-0.0559,-0.0838,-0.0644,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,97,9.7,robot_1,robot_2,0.7852,0.6875,0.333,0.5916,1,0.8099,0.8099,-0.0277,-0.0225,-0.0093,-0.0075,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,98,9.8,robot_1,robot_2,0.7354,0.7053,0.208,0.6039,1,0.843,0.843,0.1521,0.1282,0.1981,0.167,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,99,9.9,robot_1,robot_2,0.6669,0.7197,0.178,0.4751,1,0.8887,0.8887,-0.0902,-0.0801,-0.1348,-0.1198,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,100,10,robot_1,robot_2,2.5215,0.3367,3.194,2.3464,0,0,0,-0.1098,0,0.0879,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,101,10.1,robot_1,robot_2,2.5288,0.3199,3.08,2.3924,0,0,0,0.1988,0,-0.0372,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,102,10.2,robot_1,robot_2,2.5407,0.2591,3.108,2.438,0,0,0,0.173,0,0.0404,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,103,10.3,robot_1,robot_2,2.5302,0.2907,2.877,2.4198,0,0,0,0.0666,0,-0.0852,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,104,10.4,robot_1,robot_2,2.339,0.3315,3.05,2.1882,0,0,0,-0.1027,0,0.1049,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,105,10.5,robot_1,robot_2,2.3269,0.357,2.95,2.1393,0,0,0,-0.0612,0,0.1418,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,106,10.6,robot_1,robot_2,2.3181,0.3728,2.824,2.1871,0,0,0,0.0799,0,0.1442,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,107,10.7,robot_1,robot_2,2.4172,0.2907,2.96,2.3155,0,0,0,-0.0458,0,-0.1612,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,108,10.8,robot_1,robot_2,2.3702,0.2984,2.585,2.1931,0,0,0,-0.1825,0,-0.1211,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,109,10.9,robot_1,robot_2,2.3925,0.3769,2.821,2.2015,0,0,0,0.0944,0,0.0664,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,110,11,robot_1,robot_2,2.3413,0.316,2.668,2.2363,0,0,0,0.0717,0,-0.0715,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,111,11.1,robot_1,robot_2,2.2425,0.3541,2.708,2.0495,0,0,0,0.0306,0,0.1605,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,112,11.2,robot_1,robot_2,2.352,0.3536,2.558,2.2155,0,0,0,0.1517,0,0.1858,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,113,11.3,robot_1,robot_2,2.1865,0.3931,2.468,2.0205,0,0,0,0.037,0,-0.0025,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,114,11.4,robot_1,robot_2,2.1775,0.3075,2.58,2.0593,0,0,0,-0.0281,0,0.0301,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,115,11.5,robot_1,robot_2,2.2698,0.3283,2.766,2.1597,0,0,0,0.1543,0,-0.0327,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,116,11.6,robot_1,robot_2,2.1128,0.3643,2.432,1.9723,0,0,0,0.016,0,-0.0452,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,117,11.7,robot_1,robot_2,2.1645,0.3479,2.423,2.018,0,0,0,0.025,0,0.0486,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,118,11.8,robot_1,robot_2,2.2316,0.3351,2.661,2.0416,0,0,0,-0.1079,0,-0.1623,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,119,11.9,robot_1,robot_2,2.0706,0.3363,2.429,1.8812,0,0,0,-0.0294,0,0.1185,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,120,12,robot_1,robot_2,2.1918,0.4204,2.506,2.0097,0,0,0,-0.126,0,-0.027,0,无预测冲突，gate关闭
